股票代码,完整代码,股票简称,交易所,板块,行业,地区,2024-02-06最低价,2024-09-24最低价,2025-04-09最低价,2026-03-24最低价,第一段抬升,第二段抬升,第三段抬升,累计抬升,是否ST
002796,002796.SZ,世嘉科技,深交所,主板,通信设备,江苏,6.52,8.69,8.7,47.69,33.28%,0.12%,448.16%,631.44%,否
301306,301306.SZ,西测测试,深交所,创业板,航空,陕西,17.56,28.61,31.06,128.1,62.93%,8.56%,312.43%,629.50%,否
301209,301209.SZ,联合化学,深交所,创业板,染料涂料,山东,11.68,19.92,35.52,85.2,70.55%,78.31%,139.86%,629.45%,否
600105,600105.SH,永鼎股份,上交所,主板,通信设备,江苏,3.31,3.56,4.56,24.11,7.55%,28.09%,428.73%,628.40%,否
688028,688028.SH,沃尔德,上交所,科创板,机械基件,北京,11.8,13.67,18.01,85.18,15.85%,31.75%,372.96%,621.86%,否
300486,300486.SZ,东杰智能,深交所,创业板,专用机械,山西,3.1,4.8,5.02,22.23,54.84%,4.58%,342.83%,617.10%,否
603308,603308.SH,应流股份,上交所,主板,机械基件,安徽,8.55,9.79,14.71,59.16,14.50%,50.26%,302.18%,591.93%,否
002379,002379.SZ,宏桥控股,深交所,主板,铝,山东,3.61,4.79,8.22,24.95,32.69%,71.61%,203.53%,591.14%,否
300475,300475.SZ,香农芯创,深交所,创业板,元器件,安徽,19.8,22.92,23.24,136.5,15.76%,1.40%,487.35%,589.39%,否
000657,000657.SZ,中钨高新,深交所,主板,小金属,海南,6.78,7.85,8.55,46.64,15.78%,8.92%,445.50%,587.91%,否
301326,301326.SZ,捷邦科技,深交所,创业板,元器件,广东,17.37,29.57,43.91,119.22,70.24%,48.50%,171.51%,586.36%,否
605196,605196.SH,华通线缆,上交所,主板,电气设备,河北,6.0,7.47,10.72,41.18,24.50%,43.51%,284.14%,586.33%,否
300972,300972.SZ,万辰集团,深交所,创业板,食品,福建,26.54,29.49,94.33,181.5,11.12%,219.87%,92.41%,583.87%,否
688629,688629.SH,华丰科技,上交所,科创板,元器件,四川,15.01,18.62,40.11,102.47,24.05%,115.41%,155.47%,582.68%,否
300749,300749.SZ,顶固集创,深交所,创业板,家居用品,广东,4.31,5.22,6.78,28.82,21.11%,29.89%,325.07%,568.68%,否
688656,688656.SH,浩欧博,上交所,科创板,医疗保健,江苏,17.93,21.8,67.0,117.71,21.58%,207.34%,75.69%,556.50%,否
301183,301183.SZ,东田微,深交所,创业板,元器件,湖北,20.62,32.55,36.03,135.05,57.86%,10.69%,274.83%,554.95%,否
002052,002052.SZ,同洲电子,深交所,主板,家用电器,深圳,1.75,1.77,5.7,11.42,1.14%,222.03%,100.35%,552.57%,否
002842,002842.SZ,翔鹭钨业,深交所,主板,小金属,广东,4.59,5.18,5.72,29.9,12.85%,10.42%,422.73%,551.42%,否
688325,688325.SH,赛微微电,上交所,科创板,半导体,广东,18.38,29.6,38.11,119.29,61.04%,28.75%,213.01%,549.02%,否
688227,688227.SH,品高股份,上交所,科创板,软件服务,广东,9.33,11.03,25.77,59.06,18.22%,133.64%,129.18%,533.01%,否
300102,300102.SZ,乾照光电,深交所,创业板,半导体,福建,4.73,6.07,8.6,29.9,28.33%,41.68%,247.67%,532.14%,否
300720,300720.SZ,海川智能,深交所,创业板,电器仪表,广东,8.99,13.0,15.7,56.8,44.61%,20.77%,261.78%,531.81%,否
300857,300857.SZ,协创数据,深交所,创业板,IT设备,深圳,32.02,44.47,81.0,200.55,38.88%,82.15%,147.59%,526.33%,否
300436,300436.SZ,广生堂,深交所,创业板,化学制药,福建,15.42,17.8,24.44,96.23,15.43%,37.30%,293.74%,524.06%,否
002364,002364.SZ,中恒电气,深交所,主板,电气设备,浙江,4.46,6.1,11.25,27.79,36.77%,84.43%,147.02%,523.09%,否
301248,301248.SZ,杰创智能,深交所,创业板,软件服务,广东,8.57,11.97,15.11,53.0,39.67%,26.23%,250.76%,518.44%,否
688011,688011.SH,新光光电,上交所,科创板,元器件,黑龙江,10.85,11.68,13.44,66.58,7.65%,15.07%,395.39%,513.64%,否
300806,300806.SZ,斯迪克,深交所,创业板,塑料,江苏,6.9,9.3,12.98,42.2,34.78%,39.57%,225.12%,511.59%,否
600410,600410.SH,华胜天成,上交所,主板,软件服务,北京,3.94,4.33,6.3,23.89,9.90%,45.50%,279.21%,506.35%,否
000833,000833.SZ,粤桂股份,深交所,主板,综合类,广西,3.94,4.99,10.2,23.77,26.65%,104.41%,133.04%,503.30%,否
300731,300731.SZ,科创新源,深交所,创业板,橡胶,深圳,10.66,13.33,17.7,63.9,25.05%,32.78%,261.02%,499.44%,否
603822,603822.SH,ST嘉澳,上交所,主板,化工原料,浙江,15.68,27.05,47.0,93.26,72.51%,73.75%,98.43%,494.77%,是
688622,688622.SH,*ST禾信,上交所,科创板,电器仪表,广东,14.59,18.3,77.0,86.66,25.43%,320.77%,12.55%,493.97%,是
002046,002046.SZ,国机精工,深交所,主板,机械基件,河南,7.19,9.31,11.86,42.56,29.49%,27.39%,258.85%,491.93%,否
301018,301018.SZ,申菱环境,深交所,创业板,专用机械,广东,14.45,17.76,27.36,85.5,22.91%,54.05%,212.50%,491.70%,否
000533,000533.SZ,顺钠股份,深交所,主板,电气设备,广东,2.73,3.19,4.59,16.01,16.85%,43.89%,248.80%,486.45%,否
300718,300718.SZ,长盛轴承,深交所,创业板,机械基件,浙江,11.24,12.82,63.65,65.66,14.06%,396.49%,3.16%,484.16%,否
605376,605376.SH,博迁新材,上交所,主板,小金属,江苏,14.54,21.13,26.24,84.3,45.32%,24.18%,221.27%,479.78%,否
688702,688702.SH,盛科通信,上交所,科创板,半导体,江苏,27.04,32.73,58.66,154.95,21.04%,79.22%,164.15%,473.04%,否
300604,300604.SZ,长川科技,深交所,创业板,半导体,浙江,20.4,27.13,35.51,116.55,32.99%,30.89%,228.22%,471.32%,否
600289,600289.SH,ST信通,上交所,主板,软件服务,黑龙江,1.32,1.36,5.64,7.47,3.03%,314.71%,32.45%,465.91%,是
001309,001309.SZ,德明利,深交所,主板,半导体,深圳,54.16,61.99,96.69,306.1,14.46%,55.98%,216.58%,465.18%,否
603667,603667.SH,五洲新春,上交所,主板,机械基件,浙江,11.06,12.55,27.73,62.1,13.47%,120.96%,123.95%,461.48%,否
300658,300658.SZ,延江股份,深交所,创业板,纺织,福建,3.77,4.42,4.49,21.16,17.24%,1.58%,371.27%,461.27%,否
002837,002837.SZ,英维克,深交所,主板,专用机械,深圳,17.13,20.76,28.16,95.5,21.19%,35.65%,239.13%,457.50%,否
002428,002428.SZ,云南锗业,深交所,主板,小金属,云南,7.46,11.09,17.62,41.21,48.66%,58.88%,133.88%,452.41%,否
301128,301128.SZ,强瑞技术,深交所,创业板,专用机械,深圳,22.01,40.1,50.0,121.4,82.19%,24.69%,142.80%,451.57%,否
603009,603009.SH,北特科技,上交所,主板,汽车配件,上海,7.96,17.26,32.08,43.68,116.83%,85.86%,36.16%,448.74%,否
000962,000962.SZ,东方钽业,深交所,主板,小金属,宁夏,7.77,10.22,12.02,42.49,31.53%,17.61%,253.49%,446.85%,否
002716,002716.SZ,湖南白银,深交所,主板,小金属,湖南,2.05,2.91,3.0,11.21,41.95%,3.09%,273.67%,446.83%,否
300085,300085.SZ,银之杰,深交所,创业板,软件服务,深圳,8.0,13.08,28.72,43.69,63.50%,119.57%,52.12%,446.12%,否
301075,301075.SZ,多瑞医药,深交所,创业板,化学制药,西藏,13.81,16.65,19.14,75.02,20.56%,14.95%,291.95%,443.23%,否
300342,300342.SZ,天银机电,深交所,创业板,家用电器,江苏,8.1,12.0,13.0,43.85,48.15%,8.33%,237.31%,441.36%,否
688309,688309.SH,恒誉环保,上交所,科创板,环境保护,山东,10.01,10.7,12.34,53.61,6.89%,15.33%,334.44%,435.56%,否
603618,603618.SH,杭电股份,上交所,主板,电气设备,浙江,3.63,4.26,5.23,19.44,17.36%,22.77%,271.70%,435.54%,否
300620,300620.SZ,光库科技,深交所,创业板,通信设备,广东,30.58,30.97,33.43,161.5,1.28%,7.94%,383.10%,428.12%,否
000973,000973.SZ,佛塑科技,深交所,主板,塑料,广东,3.03,3.79,5.12,15.84,25.08%,35.09%,209.38%,422.77%,否
001896,001896.SZ,豫能控股,深交所,主板,火力发电,河南,2.93,3.5,3.51,15.3,19.45%,0.29%,335.90%,422.18%,否
301285,301285.SZ,鸿日达,深交所,创业板,元器件,江苏,13.89,21.43,23.55,72.5,54.28%,9.89%,207.86%,421.96%,否
300991,300991.SZ,创益通,深交所,创业板,元器件,深圳,9.21,12.76,13.6,48.03,38.55%,6.58%,253.16%,421.50%,否
688081,688081.SH,兴图新科,上交所,科创板,软件服务,湖北,6.81,8.73,16.18,35.44,28.19%,85.34%,119.04%,420.41%,否
301550,301550.SZ,斯菱智驱,深交所,创业板,汽车配件,浙江,24.44,34.71,70.0,127.0,42.02%,101.67%,81.43%,419.64%,否
300468,300468.SZ,四方精创,深交所,创业板,软件服务,深圳,6.3,9.0,17.79,32.6,42.86%,97.67%,83.25%,417.46%,否
600301,600301.SH,华锡有色,上交所,主板,小金属,广西,8.67,14.54,17.06,44.78,67.70%,17.33%,162.49%,416.49%,否
300499,300499.SZ,高澜股份,深交所,创业板,专用机械,广东,7.05,9.15,13.26,36.3,29.79%,44.92%,173.76%,414.89%,否
300385,300385.SZ,ST雪浪,深交所,创业板,环境保护,江苏,3.48,3.5,3.7,17.88,0.57%,5.71%,383.24%,413.79%,是
920046,920046.BJ,亿能电力,北交所,北交所,电气设备,江苏,5.88,6.59,13.4,30.18,12.07%,103.34%,125.22%,413.27%,否
002851,002851.SZ,麦格米特,深交所,主板,电气设备,深圳,18.66,22.2,41.37,95.7,18.97%,86.35%,131.33%,412.86%,否
603663,603663.SH,三祥新材,上交所,主板,小金属,福建,7.66,13.22,18.78,39.14,72.58%,42.06%,108.41%,410.97%,否
688607,688607.SH,康众医疗,上交所,科创板,医疗保健,江苏,9.71,10.11,14.21,49.55,4.12%,40.55%,248.70%,410.30%,否
300953,300953.SZ,震裕科技,深交所,创业板,电气设备,浙江,29.83,45.55,100.75,151.66,52.70%,121.19%,50.53%,408.41%,否
300689,300689.SZ,澄天伟业,深交所,创业板,通信设备,深圳,8.65,14.01,23.01,43.97,61.97%,64.24%,91.09%,408.32%,否
301182,301182.SZ,凯旺科技,深交所,创业板,元器件,河南,9.95,19.08,25.0,49.69,91.76%,31.03%,98.76%,399.40%,否
600722,600722.SH,金牛化工,上交所,主板,化工原料,河北,3.02,3.72,4.17,15.07,23.18%,12.10%,261.39%,399.01%,否
301389,301389.SZ,隆扬电子,深交所,创业板,元器件,江苏,9.77,11.83,13.8,48.46,21.08%,16.65%,251.16%,396.01%,否
603306,603306.SH,华懋科技,上交所,主板,汽车配件,福建,14.47,17.35,26.56,71.58,19.90%,53.08%,169.50%,394.68%,否
300816,300816.SZ,艾可蓝,深交所,创业板,汽车配件,安徽,12.89,17.83,21.99,63.62,38.32%,23.33%,189.31%,393.56%,否
000603,000603.SZ,盛达资源,深交所,主板,铅锌,北京,7.11,10.77,11.53,35.09,51.48%,7.06%,204.34%,393.53%,否
301086,301086.SZ,鸿富瀚,深交所,创业板,元器件,深圳,23.29,32.38,34.5,114.02,39.03%,6.55%,230.49%,389.57%,否
688233,688233.SH,神工股份,上交所,科创板,半导体,辽宁,13.94,13.95,18.36,68.01,0.07%,31.61%,270.42%,387.88%,否
600601,600601.SH,方正科技,上交所,主板,元器件,上海,1.93,2.65,3.7,9.37,37.31%,39.62%,153.24%,385.49%,否
300868,300868.SZ,杰美特,深交所,创业板,元器件,深圳,10.43,16.1,23.2,50.5,54.36%,44.10%,117.67%,384.18%,否
301225,301225.SZ,恒勃股份,深交所,创业板,汽车配件,浙江,19.1,21.98,28.4,92.24,15.08%,29.21%,224.79%,382.93%,否
003041,003041.SZ,真爱美家,深交所,主板,纺织,浙江,9.95,10.35,25.1,48.05,4.02%,142.51%,91.43%,382.91%,否
002082,002082.SZ,ST万邦,深交所,主板,中成药,浙江,3.8,4.07,4.82,18.31,7.11%,18.43%,279.88%,381.84%,是
300756,300756.SZ,金马游乐,深交所,创业板,专用机械,广东,8.54,11.51,14.82,41.11,34.78%,28.76%,177.40%,381.38%,否
688158,688158.SH,优刻得,上交所,科创板,软件服务,上海,8.6,9.69,17.92,40.92,12.67%,84.93%,128.35%,375.81%,否
301228,301228.SZ,实朴检测,深交所,创业板,电器仪表,上海,8.11,10.48,18.53,38.52,29.22%,76.81%,107.88%,374.97%,否
000688,000688.SZ,国城矿业,深交所,主板,铅锌,四川,6.91,9.37,9.45,32.8,35.60%,0.85%,247.09%,374.67%,否
300255,300255.SZ,常山药业,深交所,创业板,生物制药,河北,7.56,9.84,15.75,35.71,30.16%,60.06%,126.73%,372.35%,否
600343,600343.SH,航天动力,上交所,主板,机械基件,陕西,6.19,8.1,9.81,29.03,30.86%,21.11%,195.92%,368.98%,否
300819,300819.SZ,聚杰微纤,深交所,创业板,纺织,江苏,8.39,10.21,20.0,39.29,21.69%,95.89%,96.45%,368.30%,否
920223,920223.BJ,荣亿精密,北交所,北交所,机械基件,浙江,3.3,3.6,8.52,15.4,9.09%,136.67%,80.75%,366.67%,否
002916,002916.SZ,深南电路,深交所,主板,元器件,深圳,49.0,87.02,99.0,228.09,77.59%,13.77%,130.39%,365.49%,否
300611,300611.SZ,美力科技,深交所,创业板,汽车配件,浙江,5.81,7.98,22.0,26.9,37.35%,175.69%,22.27%,362.99%,否
688335,688335.SH,复洁科技,上交所,科创板,环境保护,上海,7.35,7.55,7.88,34.03,2.72%,4.37%,331.85%,362.99%,否
300442,300442.SZ,润泽科技,深交所,创业板,软件服务,河北,17.67,22.81,48.15,81.49,29.09%,111.09%,69.24%,361.18%,否
688171,688171.SH,纬德信息,上交所,科创板,软件服务,广东,10.26,11.94,14.51,47.07,16.37%,21.52%,224.40%,358.77%,否
603040,603040.SH,新坐标,上交所,主板,汽车配件,浙江,16.0,19.3,21.2,73.35,20.63%,9.84%,245.99%,358.44%,否
002611,002611.SZ,东方精工,深交所,主板,轻工机械,广东,3.59,5.16,8.66,16.38,43.73%,67.83%,89.15%,356.27%,否
688191,688191.SH,智洋创新,上交所,科创板,软件服务,山东,9.18,13.96,18.91,41.8,52.07%,35.46%,121.05%,355.34%,否
301317,301317.SZ,鑫磊股份,深交所,创业板,机械基件,浙江,10.29,15.0,15.81,46.68,45.77%,5.40%,195.26%,353.64%,否
301042,301042.SZ,安联锐视,深交所,创业板,IT设备,广东,19.17,28.01,28.31,86.88,46.11%,1.07%,206.89%,353.21%,否
000547,000547.SZ,航天发展,深交所,主板,通信设备,福建,5.48,6.24,6.42,24.83,13.87%,2.88%,286.76%,353.10%,否
002130,002130.SZ,沃尔核材,深交所,主板,电气设备,深圳,5.03,10.86,14.8,22.79,115.90%,36.28%,53.99%,353.08%,否
603011,603011.SH,合锻智能,上交所,主板,专用机械,安徽,4.41,5.51,9.07,19.93,24.94%,64.61%,119.74%,351.93%,否
603986,603986.SH,兆易创新,上交所,主板,半导体,北京,57.0,65.0,98.87,256.88,14.04%,52.11%,159.82%,350.67%,否
300684,300684.SZ,中石科技,深交所,创业板,元器件,北京,10.1,14.33,17.03,45.46,41.88%,18.84%,166.94%,350.10%,否
688668,688668.SH,鼎通科技,上交所,科创板,通信设备,广东,28.01,31.48,32.6,126.06,12.39%,3.56%,286.69%,350.05%,否
000534,000534.SZ,万泽股份,深交所,主板,生物制药,广东,8.56,9.19,13.01,38.47,7.36%,41.57%,195.70%,349.42%,否
000988,000988.SZ,华工科技,深交所,主板,专用机械,湖北,23.5,28.36,32.33,105.55,20.68%,14.00%,226.48%,349.15%,否
002361,002361.SZ,神剑股份,深交所,主板,化工原料,安徽,2.39,3.0,4.9,10.73,25.52%,63.33%,118.98%,348.95%,否
300672,300672.SZ,国科微,深交所,创业板,半导体,湖南,36.33,42.01,55.0,163.03,15.63%,30.92%,196.42%,348.75%,否
300329,300329.SZ,海伦钢琴,深交所,创业板,文教休闲,浙江,3.41,4.1,4.85,15.3,20.23%,18.29%,215.46%,348.68%,否
603067,603067.SH,振华股份,上交所,主板,化工原料,湖北,6.83,10.09,14.52,30.6,47.73%,43.90%,110.74%,348.02%,否
300762,300762.SZ,上海瀚讯,深交所,创业板,通信设备,上海,7.3,12.85,17.2,32.66,76.03%,33.85%,89.88%,347.40%,否
688226,688226.SH,威腾电气,上交所,科创板,电气设备,江苏,9.19,14.86,27.08,41.02,61.70%,82.23%,51.48%,346.35%,否
601606,601606.SH,长城军工,上交所,主板,专用机械,安徽,8.11,9.22,10.85,36.0,13.69%,17.68%,231.80%,343.90%,否
301040,301040.SZ,中环海陆,深交所,创业板,机械基件,江苏,8.55,10.1,12.79,37.92,18.13%,26.63%,196.48%,343.51%,否
603843,603843.SH,*ST正平,上交所,主板,建筑工程,青海,1.94,2.43,2.76,8.56,25.26%,13.58%,210.14%,341.24%,是
300503,300503.SZ,昊志机电,深交所,创业板,机械基件,广东,10.22,10.81,17.61,45.03,5.77%,62.90%,155.71%,340.61%,否
301123,301123.SZ,奕东电子,深交所,创业板,元器件,广东,11.1,15.01,15.52,48.88,35.23%,3.40%,214.95%,340.36%,否
605389,605389.SH,长龄液压,上交所,主板,机械基件,江苏,16.1,16.82,24.94,70.88,4.47%,48.28%,184.20%,340.25%,否
002779,002779.SZ,中坚科技,深交所,主板,农用机械,浙江,19.45,29.5,70.83,85.17,51.67%,140.10%,20.25%,337.89%,否
603920,603920.SH,世运电路,上交所,主板,元器件,广东,11.25,20.05,20.92,49.26,78.22%,4.34%,135.47%,337.87%,否
603601,603601.SH,再升科技,上交所,主板,玻璃,重庆,2.45,2.63,2.83,10.71,7.35%,7.60%,278.45%,337.14%,否
603683,603683.SH,晶华新材,上交所,主板,化工原料,上海,6.16,7.35,9.21,26.8,19.32%,25.31%,190.99%,335.06%,否
600580,600580.SH,卧龙电驱,上交所,主板,电气设备,浙江,8.52,10.11,19.15,37.0,18.66%,89.42%,93.21%,334.27%,否
688800,688800.SH,瑞可达,上交所,科创板,元器件,江苏,19.2,19.71,34.35,83.3,2.66%,74.28%,142.50%,333.85%,否
002272,002272.SZ,川润股份,深交所,主板,机械基件,四川,3.69,4.63,6.8,16.0,25.47%,46.87%,135.29%,333.60%,否
603530,603530.SH,神马电力,上交所,主板,电气设备,江苏,13.16,20.41,21.51,56.73,55.09%,5.39%,163.74%,331.08%,否
300115,300115.SZ,长盈精密,深交所,创业板,元器件,深圳,6.97,10.31,17.13,30.02,47.92%,66.15%,75.25%,330.70%,否
300539,300539.SZ,横河精密,深交所,创业板,塑料,浙江,5.98,7.58,10.33,25.75,26.76%,36.28%,149.27%,330.60%,否
002487,002487.SZ,大金重工,深交所,主板,电气设备,辽宁,16.5,17.48,20.82,71.04,5.94%,19.11%,241.21%,330.55%,否
002667,002667.SZ,*ST威领,深交所,主板,小金属,湖南,5.96,6.19,10.35,25.65,3.86%,67.21%,147.83%,330.37%,是
300065,300065.SZ,海兰信,深交所,创业板,船舶,北京,5.06,6.32,11.73,21.71,24.90%,85.60%,85.08%,329.05%,否
603699,603699.SH,纽威股份,上交所,主板,机械基件,江苏,11.25,17.68,21.9,48.18,57.16%,23.87%,120.00%,328.27%,否
601020,601020.SH,华钰矿业,上交所,主板,铅锌,西藏,6.03,10.47,15.02,25.81,73.63%,43.46%,71.84%,328.03%,否
000908,000908.SZ,ST景峰,深交所,主板,化学制药,湖南,1.51,3.74,4.04,6.43,147.68%,8.02%,59.16%,325.83%,是
600418,600418.SH,江淮汽车,上交所,主板,汽车整车,安徽,10.28,20.87,28.26,43.69,103.02%,35.41%,54.60%,325.00%,否
301079,301079.SZ,邵阳液压,深交所,创业板,机械基件,湖南,8.1,13.28,20.11,34.39,63.95%,51.43%,71.01%,324.57%,否
300191,300191.SZ,潜能恒信,深交所,创业板,石油开采,北京,8.39,11.79,12.71,35.58,40.52%,7.80%,179.94%,324.08%,否
300322,300322.SZ,硕贝德,深交所,创业板,元器件,广东,5.39,9.09,9.59,22.83,68.65%,5.50%,138.06%,323.56%,否
002195,002195.SZ,岩山科技,深交所,主板,软件服务,上海,2.12,2.25,4.15,8.91,6.13%,84.44%,114.70%,320.28%,否
300766,300766.SZ,每日互动,深交所,创业板,互联网,浙江,7.75,10.1,30.93,32.52,30.32%,206.24%,5.14%,319.61%,否
688660,688660.SH,电气风电,上交所,科创板,电气设备,上海,2.98,3.03,5.83,12.5,1.68%,92.41%,114.41%,319.46%,否
688418,688418.SH,震有科技,上交所,科创板,通信设备,深圳,8.9,14.46,27.67,37.31,62.47%,91.36%,34.84%,319.21%,否
001696,001696.SZ,宗申动力,深交所,主板,摩托车,重庆,4.45,11.63,16.26,18.62,161.35%,39.81%,14.51%,318.43%,否
603200,603200.SH,上海洗霸,上交所,主板,环境保护,上海,13.18,17.75,29.65,55.09,34.67%,67.04%,85.80%,317.98%,否
300885,300885.SZ,海昌新材,深交所,创业板,机械基件,江苏,5.0,7.75,8.67,20.87,55.00%,11.87%,140.72%,317.40%,否
300179,300179.SZ,四方达,深交所,创业板,矿物制品,河南,4.9,6.5,7.06,20.45,32.65%,8.62%,189.66%,317.35%,否
002342,002342.SZ,巨力索具,深交所,主板,机械基件,河北,2.75,2.96,3.84,11.47,7.64%,29.73%,198.70%,317.09%,否
301137,301137.SZ,哈焊华通,深交所,创业板,机械基件,江苏,10.7,14.83,18.16,44.56,38.60%,22.45%,145.37%,316.45%,否
002246,002246.SZ,北化股份,深交所,主板,化工原料,四川,5.47,8.51,8.6,22.77,55.58%,1.06%,164.77%,316.27%,否
002730,002730.SZ,电光科技,深交所,主板,专用机械,浙江,5.35,6.33,11.56,22.2,18.32%,82.62%,92.04%,314.95%,否
300328,300328.SZ,宜安科技,深交所,创业板,小金属,广东,3.85,5.3,7.54,15.9,37.66%,42.26%,110.88%,312.99%,否
300570,300570.SZ,太辰光,深交所,创业板,通信设备,深圳,26.71,27.04,54.69,110.15,1.24%,102.26%,101.41%,312.39%,否
300943,300943.SZ,春晖智控,深交所,创业板,机械基件,浙江,6.55,10.2,10.41,26.93,55.73%,2.06%,158.69%,311.15%,否
688307,688307.SH,中润光学,上交所,科创板,元器件,浙江,14.34,17.21,20.41,58.88,20.01%,18.59%,188.49%,310.60%,否
002413,002413.SZ,雷科防务,深交所,主板,通信设备,北京,2.96,3.52,3.83,12.15,18.92%,8.81%,217.23%,310.47%,否
600889,600889.SH,*ST京化,上交所,主板,机械基件,江苏,3.35,4.89,12.67,13.75,45.97%,159.10%,8.52%,310.45%,是
688336,688336.SH,三生国健,上交所,科创板,生物制药,上海,16.15,16.31,23.46,66.0,0.99%,43.84%,181.33%,308.67%,否
600183,600183.SH,生益科技,上交所,主板,元器件,广东,13.54,16.69,20.8,55.06,23.26%,24.63%,164.71%,306.65%,否
688282,688282.SH,理工导航,上交所,科创板,通信设备,北京,15.18,21.82,38.33,61.6,43.74%,75.66%,60.71%,305.80%,否
688379,688379.SH,华光新材,上交所,科创板,机械基件,浙江,10.6,13.92,17.65,43.0,31.32%,26.80%,143.63%,305.66%,否
300170,300170.SZ,汉得信息,深交所,创业板,软件服务,上海,4.74,6.57,14.14,19.09,38.61%,115.22%,35.01%,302.74%,否
605100,605100.SH,华丰股份,上交所,主板,机械基件,山东,9.41,10.61,19.5,37.88,12.75%,83.79%,94.26%,302.55%,否
300395,300395.SZ,菲利华,深交所,创业板,玻璃,湖北,22.58,28.81,43.88,90.38,27.59%,52.31%,105.97%,300.27%,否
002149,002149.SZ,西部材料,深交所,主板,小金属,陕西,9.98,12.68,18.23,39.92,27.05%,43.77%,118.98%,300.00%,否
300836,300836.SZ,佰奥智能,深交所,创业板,专用机械,江苏,13.25,32.5,36.07,52.75,145.28%,10.98%,46.24%,298.11%,否
300959,300959.SZ,线上线下,深交所,创业板,电信运营,江苏,18.67,23.8,30.5,74.29,27.48%,28.15%,143.57%,297.91%,否
688523,688523.SH,航天环宇,上交所,科创板,航空,湖南,14.35,15.3,17.75,56.81,6.62%,16.01%,220.06%,295.89%,否
600869,600869.SH,远东股份,上交所,主板,电气设备,青海,3.02,3.48,3.94,11.95,15.23%,13.22%,203.30%,295.70%,否
603216,603216.SH,梦天家居,上交所,主板,家居用品,浙江,8.0,8.93,9.57,31.62,11.62%,7.17%,230.41%,295.25%,否
002008,002008.SZ,大族激光,深交所,主板,专用机械,深圳,15.1,18.72,21.51,59.62,23.97%,14.90%,177.17%,294.83%,否
300432,300432.SZ,富临精工,深交所,创业板,汽车配件,四川,5.53,6.56,13.85,21.78,18.63%,111.13%,57.26%,293.85%,否
300588,300588.SZ,熙菱信息,深交所,创业板,IT设备,新疆,5.96,8.87,9.31,23.41,48.83%,4.96%,151.45%,292.79%,否
688229,688229.SH,博睿数据,上交所,科创板,软件服务,北京,20.46,33.3,38.0,80.18,62.76%,14.11%,111.00%,291.89%,否
002792,002792.SZ,通宇通讯,深交所,主板,通信设备,广东,9.55,10.6,11.1,37.4,10.99%,4.72%,236.94%,291.62%,否
920252,920252.BJ,天宏锂电,北交所,北交所,电气设备,浙江,6.55,6.94,13.06,25.63,5.95%,88.18%,96.25%,291.30%,否
301021,301021.SZ,英诺激光,深交所,创业板,专用机械,深圳,12.22,16.52,22.3,47.77,35.19%,34.99%,114.22%,290.92%,否
301148,301148.SZ,嘉戎技术,深交所,创业板,环境保护,福建,12.16,15.31,15.71,47.29,25.90%,2.61%,201.02%,288.90%,否
002350,002350.SZ,北京科锐,深交所,主板,电气设备,北京,3.75,4.83,5.14,14.56,28.80%,6.42%,183.27%,288.27%,否
002281,002281.SZ,光迅科技,深交所,主板,通信设备,湖北,19.9,26.56,36.24,76.67,33.47%,36.45%,111.56%,285.28%,否
002028,002028.SZ,思源电气,深交所,主板,电气设备,上海,52.02,65.57,68.5,200.3,26.05%,4.47%,192.41%,285.04%,否
300249,300249.SZ,依米康,深交所,创业板,IT设备,四川,4.19,6.68,10.42,16.13,59.43%,55.99%,54.80%,284.96%,否
688322,688322.SH,奥比中光,上交所,科创板,元器件,深圳,18.83,21.16,41.53,72.45,12.37%,96.27%,74.45%,284.76%,否
003018,003018.SZ,金富科技,深交所,主板,塑料,广东,6.28,7.57,8.35,24.01,20.54%,10.30%,187.54%,282.32%,否
301196,301196.SZ,唯科科技,深交所,创业板,专用机械,福建,22.5,27.98,36.0,86.0,24.36%,28.66%,138.89%,282.22%,否
002558,002558.SZ,巨人网络,深交所,主板,互联网,重庆,8.06,9.16,11.63,30.79,13.65%,26.97%,164.75%,282.01%,否
688312,688312.SH,燕麦科技,上交所,科创板,专用机械,深圳,11.5,20.13,20.36,43.86,75.04%,1.14%,115.42%,281.39%,否
688367,688367.SH,工大高科,上交所,科创板,运输设备,安徽,9.1,11.31,13.02,34.6,24.29%,15.12%,165.75%,280.22%,否
300505,300505.SZ,川金诺,深交所,创业板,农药化肥,云南,7.68,10.69,14.1,29.18,39.19%,31.90%,106.95%,279.95%,否
300489,300489.SZ,光智科技,深交所,创业板,专用机械,浙江,10.92,20.11,39.38,41.44,84.16%,95.82%,5.23%,279.49%,否
300648,300648.SZ,星云股份,深交所,创业板,电气设备,福建,13.21,17.78,20.81,49.76,34.60%,17.04%,139.12%,276.68%,否
002545,002545.SZ,东方铁塔,深交所,主板,农药化肥,山东,5.7,5.81,6.67,21.45,1.93%,14.80%,221.59%,276.32%,否
002625,002625.SZ,光启技术,深交所,主板,航空,深圳,10.21,19.05,32.8,38.38,86.58%,72.18%,17.01%,275.91%,否
688200,688200.SH,华峰测控,上交所,科创板,半导体,北京,68.08,76.59,127.9,255.02,12.50%,66.99%,99.39%,274.59%,否
600577,600577.SH,精达股份,上交所,主板,电气设备,安徽,3.03,4.07,5.36,11.35,34.32%,31.70%,111.75%,274.59%,否
